0.000000000000000000e+00,-1.226173927478940051e+00,1.278566488988446714e+00,1.917592251690737881e-01,-5.892418015077353390e-03,-8.906020749932408442e-03,-1.372788195872949157e-03
1.000000000000000000e+00,-1.232034203468548084e+00,1.269626822428944868e+00,1.903814069940377718e-01,-5.828036627421537448e-03,-8.973281844691522943e-03,-1.382843217913658392e-03
2.000000000000000000e+00,-1.237829805342225420e+00,1.260619986734800912e+00,1.889935486668519460e-01,-5.763069062778077012e-03,-9.040358629802441176e-03,-1.392868438760069523e-03
3.000000000000000000e+00,-1.243560144750056828e+00,1.251546167396178744e+00,1.875956801748515645e-01,-5.697510963655370159e-03,-9.107248731902417224e-03,-1.402863484217790283e-03
4.000000000000000000e+00,-1.249224628949615168e+00,1.242405552313891048e+00,1.861878318853488479e-01,-5.631357902407825577e-03,-9.173949702761667255e-03,-1.412827968481813155e-03
5.000000000000000000e+00,-1.254822660735462447e+00,1.233198331875165144e+00,1.847700345573817238e-01,-5.564605380545310787e-03,-9.240459017473721601e-03,-1.422761493858746683e-03
6.000000000000000000e+00,-1.260353638367959661e+00,1.223924699031246899e+00,1.833423193537443152e-01,-5.497248828036268610e-03,-9.306774072595306799e-03,-1.432663650481324439e-03
7.000000000000000000e+00,-1.265816955501371854e+00,1.214584849376886710e+00,1.819047178533068632e-01,-5.429283602604919982e-03,-9.372892184234241433e-03,-1.442534016014962450e-03
8.000000000000000000e+00,-1.271212001111271528e+00,1.205178981231769919e+00,1.804572620636332170e-01,-5.360704989022891352e-03,-9.438810586083784537e-03,-1.452372155356127219e-03
9.000000000000000000e+00,-1.276538159421229279e+00,1.195707295723934971e+00,1.789999844339040802e-01,-5.291508198395713375e-03,-9.504526427401854480e-03,-1.462177620322262575e-03
1.000000000000000000e+01,-1.281794809828789461e+00,1.186169996875243493e+00,1.775329178681546161e-01,-5.221688367444615904e-03,-9.570036770933468620e-03,-1.471949949333031847e-03
1.100000000000000000e+01,-1.286981326830724193e+00,1.176567291688955574e+00,1.760560957388355163e-01,-5.151240557784096327e-03,-9.635338590774681147e-03,-1.481688667082604969e-03
1.200000000000000000e+01,-1.292097079947565508e+00,1.166899390239472867e+00,1.745695519007058327e-01,-5.080159755195782535e-03,-9.700428770176305199e-03,-1.491393284202730072e-03
