0.000000000000000000e+00,-1.205931260321899012e+00,-5.565992628410700860e-01,-2.488259142212865260e-01,3.527368115384716882e-03,-1.497288740868954124e-02,-1.062219277221383967e-03
1.000000000000000000e+00,-1.202331040974993881e+00,-5.715381580175333820e-01,-2.498729637898015055e-01,3.672823456367473299e-03,-1.490468229036719626e-02,-1.031894998007177114e-03
2.000000000000000000e+00,-1.198586108119161997e+00,-5.864081911669808411e-01,-2.508897351135308540e-01,3.816794685385045249e-03,-1.483516839537005715e-02,-1.001663403320561052e-03
3.000000000000000000e+00,-1.194697947120700210e+00,-6.012080685735794461e-01,-2.518763227033135044e-01,3.959279382405088074e-03,-1.476437578391203917e-02,-9.715281251595848846e-04
4.000000000000000000e+00,-1.190668045503004757e+00,-6.159365263964727832e-01,-2.528328246404916158e-01,4.100275650310290440e-03,-1.469233414492832762e-02,-9.414926729122681612e-04
5.000000000000000000e+00,-1.186497892432458512e+00,-6.305923302961917720e-01,-2.537593424554407950e-01,4.239782097347277907e-03,-1.461907279155019723e-02,-9.115604356386383970e-04
6.000000000000000000e+00,-1.182188978221720310e+00,-6.451742750568159046e-01,-2.546559810083885989e-01,4.377797819858207477e-03,-1.454462065712370036e-02,-8.817346843664989210e-04
7.000000000000000000e+00,-1.177742793850146574e+00,-6.596811842044152385e-01,-2.555228483725348609e-01,4.514322385303575803e-03,-1.446900629174990675e-02,-8.520185743971060103e-04
8.000000000000000000e+00,-1.173160830501035479e+00,-6.741119096222846219e-01,-2.563600557194804508e-01,4.649355815583835691e-03,-1.439225785932473668e-02,-8.224151476171270240e-04
9.000000000000000000e+00,-1.168444579115400117e+00,-6.884653311634589823e-01,-2.571677172069699591e-01,4.782898570666392450e-03,-1.431440313505687699e-02,-7.929273348134471691e-04
1.000000000000000000e+01,-1.163595529961958253e+00,-7.027403562609758625e-01,-2.579459498689496422e-01,4.914951532523741118e-03,-1.423546950344269264e-02,-7.635579579875967967e-04
1.100000000000000000e+01,-1.158615172223026235e+00,-7.169359195363331771e-01,-2.586948735079375727e-01,5.045515989387544531e-03,-1.415548395667748718e-02,-7.343097326667590149e-04
1.200000000000000000e+01,-1.153504993596000450e+00,-7.310509824065687390e-01,-2.594146105897026100e-01,5.174593620322732318e-03,-1.407447309348295976e-02,-7.051852702085179871e-04
1.300000000000000000e+01,-1.148266479910101667e+00,-7.450845326903654531e-01,-2.601052861402433636e-01,5.302186480124849131e-03,-1.399246311833117137e-02,-6.761870800966956292e-04
1.400000000000000000e+01,-1.142901114758061665e+00,-7.590355842135725339e-01,-2.607670276450576585e-01,5.428296984543187417e-03,-1.390947984104588288e-02,-6.473175722258193640e-04
1.500000000000000000e+01,-1.137410379142418382e+00,-7.729031764145072314e-01,-2.613999649506902334e-01,5.552927895831546133e-03,-1.382554867676263205e-02,-6.185790591719467083e-04
1.600000000000000000e+01,-1.131795751136102091e+00,-7.866863739493900054e-01,-2.620042301685429065e-01,5.676082308627757728e-03,-1.374069464622934035e-02,-5.899737584477599299e-04
1.700000000000000000e+01,-1.126058705556973072e+00,-8.003842662982423306e-01,-2.625799575809313890e-01,5.797763636162525484e-03,-1.365494237642997204e-02,-5.615037947400204101e-04
1.800000000000000000e+01,-1.120200713655987501e+00,-8.139959673715627675e-01,-2.631272835493704276e-01,5.917975596797527861e-03,-1.356831610151408053e-02,-5.331712021276423501e-04
1.900000000000000000e+01,-1.114223242818659587e+00,-8.275206151180781733e-01,-2.636463464250660693e-01,6.036722200892153181e-03,-1.348083966401569800e-02,-5.049779262788161140e-04
