

*******************************************************************************
Ephemeris / API_USER Fri Dec 17 03:22:56 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Jupiter (599)                   {source: jup365_merged}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2000-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2001-Dec-01 00:00:00.0000 TDB
Step-size       : 7000 steps
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : AU-D
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2451544.500000000, A.D. 2000-Jan-01 00:00:00.0000,  3.996320621351185E+00,  2.932560894863292E+00, -1.016166987472685E-01, -4.558376533394469E-03,  6.439863253809189E-03,  7.537585811287700E-05,
2451544.600000000, A.D. 2000-Jan-01 02:24:00.0000,  3.995864733555298E+00,  2.933204837995818E+00, -1.016091602304140E-01, -4.559370091933019E-03,  6.439000348554255E-03,  7.539466072756672E-05,
2451544.700000000, A.D. 2000-Jan-01 04:48:00.0000,  3.995408749090159E+00,  2.933848695458836E+00, -1.016016197683655E-01, -4.560311145524130E-03,  6.438153054600220E-03,  7.541485680221656E-05,
2451544.800000000, A.D. 2000-Jan-01 07:12:00.0000,  3.994952672734789E+00,  2.934492469695498E+00, -1.015940771976285E-01, -4.561210121593135E-03,  6.437338268237279E-03,  7.543688733663347E-05,
2451544.900000000, A.D. 2000-Jan-01 09:36:00.0000,  3.994496507948003E+00,  2.935136164603703E+00, -1.015865323232535E-01, -4.562082747993679E-03,  6.436568001437784E-03,  7.546093769715014E-05,
2451545.000000000, A.D. 2000-Jan-01 12:00:00.0000,  3.994040256427818E+00,  2.935779784974931E+00, -1.015789849456240E-01, -4.562948121087195E-03,  6.435847855854325E-03,  7.548691257292337E-05,
2451545.100000000, A.D. 2000-Jan-01 14:24:00.0000,  3.993583917901982E+00,  2.936423335792595E+00, -1.015714348887448E-01, -4.563826076820858E-03,  6.435175995935047E-03,  7.551443957483153E-05,
2451545.200000000, A.D. 2000-Jan-01 16:48:00.0000,  3.993127490196817E+00,  2.937066821487734E+00, -1.015638820257717E-01, -4.564734343483435E-03,  6.434543343836934E-03,  7.554291995137002E-05,
2451545.300000000, A.D. 2000-Jan-01 19:12:00.0000,  3.992670969579899E+00,  2.937710245272653E+00, -1.015563262975721E-01, -4.565685991077869E-03,  6.433934903385995E-03,  7.557161460832776E-05,
2451545.400000000, A.D. 2000-Jan-01 21:36:00.0000,  3.992214351325287E+00,  2.938353608651725E+00, -1.015487677216064E-01, -4.566687587856178E-03,  6.433331925490177E-03,  7.559974903968978E-05,
2451545.500000000, A.D. 2000-Jan-02 00:00:00.0000,  3.991757630416198E+00,  2.938996911176500E+00, -1.015412063900293E-01, -4.567738324781258E-03,  6.432714566670682E-03,  7.562662123193590E-05,
2451545.600000000, A.D. 2000-Jan-02 02:24:00.0000,  3.991300802282225E+00,  2.939640150474951E+00, -1.015336424575030E-01, -4.568830201078357E-03,  6.432064644094564E-03,  7.565169719942592E-05,
2451545.700000000, A.D. 2000-Jan-02 04:48:00.0000,  3.990843863467517E+00,  2.940283322543904E+00, -1.015260761206482E-01, -4.569949192948727E-03,  6.431368079041900E-03,  7.567468063775202E-05,
2451545.800000000, A.D. 2000-Jan-02 07:12:00.0000,  3.990386812141961E+00,  2.940926422255494E+00, -1.015185075922247E-01, -4.571077176380200E-03,  6.430616687443647E-03,  7.569554773605561E-05,
2451545.900000000, A.D. 2000-Jan-02 09:36:00.0000,  3.989929648395818E+00,  2.941569444001122E+00, -1.015109370736927E-01, -4.572194275917103E-03,  6.429809120952791E-03,  7.571454504239545E-05,
2451546.000000000, A.D. 2000-Jan-02 12:00:00.0000,  3.989472374292856E+00,  2.942212382385452E+00, -1.015033647296578E-01, -4.573281291149763E-03,  6.428950937140892E-03,  7.573215510243498E-05,
2451546.100000000, A.D. 2000-Jan-02 14:24:00.0000,  3.989014993689277E+00,  2.942855232888345E+00, -1.014957906670097E-01, -4.574321915261500E-03,  6.428053913680957E-03,  7.574903857878709E-05,
2451546.200000000, A.D. 2000-Jan-02 16:48:00.0000,  3.988557511848876E+00,  2.943497992427204E+00, -1.014882149206602E-01, -4.575304572987485E-03,  6.427134768678374E-03,  7.576596128031250E-05,
2451546.300000000, A.D. 2000-Jan-02 19:12:00.0000,  3.988099934896790E+00,  2.944140659767153E+00, -1.014806374471005E-01, -4.576223802417696E-03,  6.426213411994198E-03,  7.578371134106465E-05,
2451546.400000000, A.D. 2000-Jan-02 21:36:00.0000,  3.987642269160454E+00,  2.944783235735981E+00, -1.014730581266032E-01, -4.577081111419602E-03,  6.425310800730943E-03,  7.580300979791001E-05,
2451546.500000000, A.D. 2000-Jan-03 00:00:00.0000,  3.987184520457975E+00,  2.945425723208967E+00, -1.014654767744391E-01, -4.577885130814766E-03,  6.424446510755940E-03,  7.582442151518056E-05,
2451546.600000000, A.D. 2000-Jan-03 02:24:00.0000,  3.986726693417994E+00,  2.946068126847686E+00, -1.014578931603691E-01, -4.578650790655382E-03,  6.423636311153212E-03,  7.584828199828755E-05,
