

*******************************************************************************
Ephemeris / API_USER Fri Dec 17 03:22:49 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2000-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2001-Dec-01 00:00:00.0000 TDB
Step-size       : 7000 steps
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : AU-D
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2451548.100000000, A.D. 2000-Jan-04 14:24:00.0000,  1.384944032399340E+00,  3.084434104082915E-02, -3.330868589091390E-02,  2.036941467919968E-04,  1.517644880116378E-02,  3.131170523184163E-04,
2451548.200000000, A.D. 2000-Jan-04 16:48:00.0000,  1.384963639724455E+00,  3.236196728749324E-02, -3.327735584343361E-02,  1.884526320513832E-04,  1.517607335932536E-02,  3.134838295089403E-04,
2451548.300000000, A.D. 2000-Jan-04 19:12:00.0000,  1.384981722982135E+00,  3.387955516009378E-02, -3.324598913884884E-02,  1.732128021481021E-04,  1.517568133959322E-02,  3.138501948657143E-04,
2451548.400000000, A.D. 2000-Jan-04 21:36:00.0000,  1.384998282339356E+00,  3.539710300504742E-02, -3.321458581695155E-02,  1.579746089516786E-04,  1.517527279971745E-02,  3.142161838354043E-04,
2451548.500000000, A.D. 2000-Jan-05 00:00:00.0000,  1.385013317958437E+00,  3.691460916611962E-02, -3.318314591443390E-02,  1.427380562675164E-04,  1.517484764931093E-02,  3.145818000412080E-04,
2451548.600000000, A.D. 2000-Jan-05 02:24:00.0000,  1.385026830008933E+00,  3.843207198201778E-02, -3.315166947079327E-02,  1.275032471565153E-04,  1.517440591478116E-02,  3.149470038480070E-04,
2451548.700000000, A.D. 2000-Jan-05 04:48:00.0000,  1.385038818665161E+00,  3.994948979930053E-02, -3.312015652656053E-02,  1.122701561519502E-04,  1.517394767809117E-02,  3.153118207055262E-04,
2451548.800000000, A.D. 2000-Jan-05 07:12:00.0000,  1.385049284096285E+00,  4.146686096484086E-02, -3.308860711879539E-02,  9.703875647891586E-05,  1.517347286231936E-02,  3.156762697255242E-04,
2451548.900000000, A.D. 2000-Jan-05 09:36:00.0000,  1.385058226476479E+00,  4.298418381870645E-02, -3.305702128635738E-02,  8.180915249282658E-05,  1.517298145970036E-02,  3.160403091293291E-04,
2451549.000000000, A.D. 2000-Jan-05 12:00:00.0000,  1.385065645986849E+00,  4.450145670731196E-02, -3.302539907026125E-02,  6.658134688367870E-05,  1.517247356549319E-02,  3.164039512104390E-04,
2451549.100000000, A.D. 2000-Jan-05 14:24:00.0000,  1.385071542803838E+00,  4.601867798031654E-02, -3.299374050816554E-02,  5.135528934519448E-05,  1.517194912767077E-02,  3.167672276347701E-04,
2451549.200000000, A.D. 2000-Jan-05 16:48:00.0000,  1.385075917106243E+00,  4.753584597979392E-02, -3.296204563826646E-02,  3.613107402399881E-05,  1.517140810482798E-02,  3.171301001013330E-04,
2451549.300000000, A.D. 2000-Jan-05 19:12:00.0000,  1.385078769081336E+00,  4.905295905184503E-02, -3.293031450177469E-02,  2.090873400142038E-05,  1.517085059345525E-02,  3.174925661167132E-04,
2451549.400000000, A.D. 2000-Jan-05 21:36:00.0000,  1.385080098913161E+00,  5.057001554831372E-02, -3.289854713713616E-02,  5.688205971311491E-06,  1.517027657406272E-02,  3.178546650886669E-04,
2451549.500000000, A.D. 2000-Jan-06 00:00:00.0000,  1.385079906785434E+00,  5.208701381381946E-02, -3.286674358201275E-02, -9.530436167956260E-06,  1.516968597749507E-02,  3.182163673412363E-04,
2451549.600000000, A.D. 2000-Jan-06 02:24:00.0000,  1.385078192891069E+00,  5.360395219420840E-02, -3.283490387756000E-02, -2.474713059086260E-05,  1.516907888996043E-02,  3.185776558858053E-04,
2451549.700000000, A.D. 2000-Jan-06 04:48:00.0000,  1.385074957421895E+00,  5.512082904285908E-02, -3.280302806313731E-02, -3.996194130020648E-05,  1.516845532769824E-02,  3.189385720125193E-04,
2451549.800000000, A.D. 2000-Jan-06 07:12:00.0000,  1.385070200567073E+00,  5.663764270741278E-02, -3.277111617611695E-02, -5.517482283352104E-05,  1.516781520418468E-02,  3.192990991300525E-04,
2451549.900000000, A.D. 2000-Jan-06 09:36:00.0000,  1.385063922524703E+00,  5.815439153384187E-02, -3.273916825736698E-02, -7.038569003973940E-05,  1.516715858498675E-02,  3.196592079490458E-04,
2451550.000000000, A.D. 2000-Jan-06 12:00:00.0000,  1.385056123494323E+00,  5.967107387649852E-02, -3.270718434715359E-02, -8.559459625940278E-05,  1.516648552001720E-02,  3.200189360255899E-04,
2451550.100000000, A.D. 2000-Jan-06 14:24:00.0000,  1.385046803671102E+00,  6.118768808636890E-02, -3.267516448282391E-02, -1.008015287638846E-04,  1.516579591842582E-02,  3.203782825308037E-04,
2451550.200000000, A.D. 2000-Jan-06 16:48:00.0000,  1.385035963257909E+00,  6.270423251011276E-02, -3.264310870473498E-02, -1.160063875274078E-04,  1.516508981667389E-02,  3.207372096309453E-04,
2451550.300000000, A.D. 2000-Jan-06 19:12:00.0000,  1.385023602461618E+00,  6.422070550255043E-02, -3.261101705390354E-02, -1.312092056711119E-04,  1.516436729123938E-02,  3.210957461734681E-04,
2451550.400000000, A.D. 2000-Jan-06 21:36:00.0000,  1.385009721483937E+00,  6.573710541799015E-02, -3.257888956791596E-02, -1.464100021908393E-04,  1.516362826030540E-02,  3.214539071805187E-04,
2451550.500000000, A.D. 2000-Jan-07 00:00:00.0000,  1.384994320532241E+00,  6.725343060437067E-02, -3.254672628646845E-02, -1.616086723801573E-04,  1.516287272637348E-02,  3.218116510251843E-04,
2451550.600000000, A.D. 2000-Jan-07 02:24:00.0000,  1.384977399820235E+00,  6.876967941652765E-02, -3.251452725110816E-02, -1.768052222927558E-04,  1.516210078225282E-02,  3.221689940405217E-04,
2451550.700000000, A.D. 2000-Jan-07 04:48:00.0000,  1.384958959556700E+00,  7.028585021174096E-02, -3.248229249994393E-02, -1.919996964574245E-04,  1.516131236791256E-02,  3.225259646319583E-04,
2451550.800000000, A.D. 2000-Jan-07 07:12:00.0000,  1.384938999953556E+00,  7.180194133983996E-02, -3.245002207200982E-02, -2.071919966501697E-04,  1.516050745154445E-02,  3.228825228003178E-04,
2451550.900000000, A.D. 2000-Jan-07 09:36:00.0000,  1.384917521230830E+00,  7.331795115545287E-02, -3.241771600915468E-02, -2.223820984971226E-04,  1.515968613102170E-02,  3.232386702291792E-04,
2451551.000000000, A.D. 2000-Jan-07 12:00:00.0000,  1.384894523604836E+00,  7.483387801834579E-02, -3.238537435026357E-02, -2.375700626269025E-04,  1.515884837757857E-02,  3.235944445244955E-04,
2451551.100000000, A.D. 2000-Jan-07 14:24:00.0000,  1.384870007292319E+00,  7.634972028090671E-02, -3.235299713382341E-02, -2.527558084380551E-04,  1.515799412983188E-02,  3.239498129662703E-04,
2451551.200000000, A.D. 2000-Jan-07 16:48:00.0000,  1.384843972519096E+00,  7.786547629766633E-02, -3.232058440172844E-02, -2.679392821543538E-04,  1.515712347894226E-02,  3.243047625841685E-04,
2451551.300000000, A.D. 2000-Jan-07 19:12:00.0000,  1.384816419509213E+00,  7.938114443034572E-02, -3.228813619376378E-02, -2.831205490417011E-04,  1.515623643182971E-02,  3.246593347947643E-04,
2451551.400000000, A.D. 2000-Jan-07 21:36:00.0000,  1.384787348484628E+00,  8.089672303447701E-02, -3.225565254804018E-02, -2.982995552318506E-04,  1.515533290637129E-02,  3.250135090020372E-04,
2451551.500000000, A.D. 2000-Jan-08 00:00:00.0000,  1.384756759676368E+00,  8.241221046481509E-02, -3.222313350620108E-02, -3.134762221400820E-04,  1.515441297567056E-02,  3.253672593256942E-04,
2451551.600000000, A.D. 2000-Jan-08 02:24:00.0000,  1.384724653316100E+00,  8.392760508441330E-02, -3.219057910891145E-02, -3.286506077646543E-04,  1.515347668091744E-02,  3.257206251212565E-04,
2451551.700000000, A.D. 2000-Jan-08 04:48:00.0000,  1.384691029631476E+00,  8.544290525224309E-02, -3.215798939413084E-02, -3.438226902349607E-04,  1.515252393140547E-02,  3.260736010106225E-04,
2451551.800000000, A.D. 2000-Jan-08 07:12:00.0000,  1.384655888858256E+00,  8.695810932369007E-02, -3.212536440300730E-02, -3.589923732075144E-04,  1.515155477282758E-02,  3.264261512222198E-04,
2451551.900000000, A.D. 2000-Jan-08 09:36:00.0000,  1.384619231235448E+00,  8.847321566248700E-02, -3.209270417698388E-02, -3.741596967341099E-04,  1.515056927514107E-02,  3.267783075866460E-04,
2451552.000000000, A.D. 2000-Jan-08 12:00:00.0000,  1.384581056997007E+00,  8.998822263102729E-02, -3.206000875417536E-02, -3.893246711071695E-04,  1.514956735277745E-02,  3.271300806144815E-04,
2451552.100000000, A.D. 2000-Jan-08 14:24:00.0000,  1.384541366383209E+00,  9.150312858586279E-02, -3.202727817511298E-02, -4.044871917491796E-04,  1.514854901852847E-02,  3.274814290479365E-04,
2451552.200000000, A.D. 2000-Jan-08 16:48:00.0000,  1.384500159640036E+00,  9.301793189094558E-02, -3.199451248186782E-02, -4.196472729853541E-04,  1.514751436214892E-02,  3.278323729995537E-04,
2451552.300000000, A.D. 2000-Jan-08 19:12:00.0000,  1.384457437008377E+00,  9.453263091189006E-02, -3.196171171303478E-02, -4.348049528918702E-04,  1.514646331691764E-02,  3.281829373402693E-04,
2451552.400000000, A.D. 2000-Jan-08 21:36:00.0000,  1.384413198733026E+00,  9.604722400713210E-02, -3.192887590850619E-02, -4.499601301370248E-04,  1.514539586141495E-02,  3.285330808803950E-04,
2451552.500000000, A.D. 2000-Jan-09 00:00:00.0000,  1.384367445066429E+00,  9.756170954066644E-02, -3.189600511074758E-02, -4.651127894788908E-04,  1.514431209404601E-02,  3.288828096625344E-04,
